"Protein.IDs"	"Protein.names"	"Gene.names"	"Reverse"	"Only.identified.by.site"	"Potential.contaminant"	"LFQ.intensity.NCY71"	"LFQ.intensity.NCY59"	"LFQ.intensity.NCY79"	"LFQ.intensity.NCY205"	"LFQ.intensity.NCY70"	"LFQ.intensity.CLM01"	"LFQ.intensity.NCY208"	"LFQ.intensity.NCY219"	"LFQ.intensity.NCY220"	"LFQ.intensity.NCY26"	"LFQ.intensity.NCY226"	"LFQ.intensity.NCY64"	"LFQ.intensity.TRS04"	"LFQ.intensity.NCY200"	"LFQ.intensity.NCY217"	"LFQ.intensity.NCY222"	"LFQ.intensity.NCY201"	"LFQ.intensity.NCY206"	"LFQ.intensity.POI02"	"LFQ.intensity.CLM07"
"prot_115"	"Dolor nisi lobortis consequat sociosqu sociis natoque phasellus semper mollis."	"prot_115"	""	""	""	0	0	2929500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_116"	"Ipsum dui montes cursus fermentum conubia mus pretium rutrum consequat velit etiam non diam."	"prot_116"	""	""	""	30225000	40687000	49955000	36098000	53330000	61085000	42705000	49525000	59384000	57442000	64934000	54815000	79853000	66789000	34217000	56281000	41733000	55952000	63185000	50113000
"prot_117"	"Ipsum conubia neque sociosqu sem mattis venenatis faucibus inceptos!"	"prot_117"	""	""	""	122130000	86205000	113970000	98570000	129890000	54329000	132280000	58296000	75027000	47984000	105440000	66876000	60278000	126820000	116830000	63893000	106620000	67431000	61234000	113410000
"prot_118"	"Sit laoreet mollis iaculis aliquet et ultricies augue litora posuere cursus nam ornare ante facilisis?"	"prot_118"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_119"	"Adipiscing arcu magnis ornare viverra per ac leo gravida potenti tellus."	"prot_119"	"+"	"+"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_120"	"Ipsum a magna maecenas vehicula porta eget mus mus hendrerit duis!"	"prot_120"	""	""	""	127700000	52598000	155100000	119130000	170430000	107230000	79382000	208750000	219530000	68093000	123390000	209830000	177420000	55117000	97809000	54763000	119790000	249340000	141150000	143430000
"prot_121"	"Adipiscing magnis molestie volutpat sed mauris ullamcorper ut sapien magna?"	"prot_121"	""	""	""	11680000	13407000	12189000	7339600	12528000	0	11818000	0	9731100	0	0	10264000	11103000	0	9260900	9142700	16946000	12507000	8309900	5739500
"prot_122"	"Dolor suscipit cras porta consequat nulla arcu risus curae."	"prot_122"	""	""	""	0	0	0	0	14821000	0	0	14750000	0	0	0	19704000	0	0	18101000	0	0	0	0	0
"prot_123"	"Adipiscing molestie hendrerit posuere ullamcorper erat montes cras neque eleifend commodo massa facilisis."	"prot_123"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_124"	"Sit per pharetra mus felis purus rhoncus accumsan faucibus sodales."	"prot_124"	""	"+"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_125"	"Adipiscing ridiculus penatibus fusce sem augue per dictum erat phasellus!"	"prot_125"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_126"	"Sit nascetur urna varius inceptos mi habitasse congue auctor dignissim dictum."	"prot_126"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_127"	"Adipiscing ridiculus malesuada et porttitor justo enim integer erat litora!"	"prot_127"	""	""	""	2232600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_128"	"Adipiscing viverra consequat aliquet nulla at euismod ac nisi dapibus."	"prot_128"	""	""	""	0	0	0	0	0	11993000	1108900	0	0	6608600	0	1761900	0	0	0	19541000	10399000	0	13186000	0
"prot_129"	"Sit quisque fermentum ultricies curae elementum habitant dictumst habitant magna malesuada!"	"prot_129"	""	""	""	9630000	0	6522800	7993800	0	0	4187500	8591900	0	0	14835000	0	0	0	0	7285700	6980300	13789000	9319900	0
"prot_130"	"Lorem varius ultrices condimentum malesuada nibh donec diam accumsan justo lacinia dictumst diam."	"prot_130"	""	"+"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_131"	"Dolor nibh condimentum lacus facilisis parturient orci etiam etiam."	"prot_131"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_132"	"Sit vitae dictum volutpat nam consequat integer malesuada penatibus."	"prot_132"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	7018900	0	0	0	0	0	0	0
"prot_133"	"Consectetur lacus non rhoncus nostra commodo eleifend ut sem vivamus euismod lobortis sollicitudin."	"prot_133"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_134"	"Dolor auctor curae imperdiet congue ultrices cubilia urna."	"prot_134"	""	""	""	731060000	612430000	1097900000	781690000	811230000	799270000	532340000	1257800000	1610500000	1010300000	966130000	954400000	737570000	576690000	742650000	956070000	776100000	886840000	872220000	959260000
"prot_135"	"Amet suscipit per taciti duis natoque neque dui est pharetra vulputate!"	"prot_135"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_136"	"Dolor placerat suspendisse dictumst cras lectus porta maecenas fusce nibh."	"prot_136"	""	""	""	3844400	1854600000	481920000	1532700000	875240	0	90341000	813090	258860000	227090	754960	3169700	0	3141900	2000800	0	0	64808000	2529300	7872700
"prot_137"	"Amet gravida ridiculus hendrerit sodales condimentum egestas primis dictum dis."	"prot_137"	""	""	""	272900000	124050000	265880000	217700000	339320000	276250000	191250000	305440000	186190000	320380000	270430000	251280000	226300000	214860000	164830000	315340000	251900000	227970000	335110000	257710000
"prot_138"	"Consectetur leo cursus tincidunt."	"prot_138"	""	""	""	53754000	27720000	48636000	35673000	30633000	66700000	43913000	84134000	61799000	80222000	43548000	64878000	83192000	79707000	35077000	71975000	50682000	54271000	75246000	62347000
"prot_139"	"Ipsum mollis lacus justo et dictumst magnis morbi sociosqu mattis lacinia ridiculus nascetur."	"prot_139"	""	""	""	0	16452000	0	0	0	0	0	0	24477000	0	0	0	0	0	0	0	0	0	0	0
"prot_140"	"Sit eget cras tempus ad dis tempor etiam iaculis senectus pretium vestibulum."	"prot_140"	""	""	""	1252800000	1537300000	289890000	128420000	742820000	229820000	2253700000	89678000	278460000	77186000	122720000	192170000	1795400000	354670000	3497100000	116160000	200660000	320570000	227510000	392630000
"prot_141"	"Ipsum habitant commodo nisl gravida tempor lobortis dictumst."	"prot_141"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	9053900	0	0	0	0	0	0	0	0
"prot_142"	"Sit mattis primis conubia eu magnis ut sagittis at massa suscipit?"	"prot_142"	""	""	""	65794000	16632000	98192000	46254000	130100000	39246000	59972000	65116000	52990000	31667000	82887000	122740000	65104000	43175000	46533000	35237000	44227000	120160000	52814000	38154000
"prot_143"	"Dolor nam lacinia donec ad pharetra elementum platea laoreet."	"prot_143"	""	""	""	153340000	59526000	74993000	98508000	111490000	123650000	101530000	161480000	50832000	132230000	111930000	96391000	84180000	79184000	73216000	132670000	123640000	159780000	106110000	101790000
"prot_144"	"Ipsum augue taciti malesuada posuere volutpat ad praesent rutrum pretium duis."	"prot_144"	""	"+"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_145"	"Adipiscing mollis sociosqu placerat egestas vel rhoncus."	"prot_145"	""	""	""	13020000	13596000	11857000	11899000	9713700	18243000	9579300	14239000	8573100	15808000	9428400	14499000	21234000	26086000	13329000	18181000	13764000	15192000	13645000	10267000
"prot_146"	"Dolor rutrum rutrum lacus mollis laoreet penatibus vitae habitasse potenti felis ullamcorper conubia."	"prot_146"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_147"	"Amet metus platea urna lacus imperdiet ad egestas ligula vehicula ornare."	"prot_147"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_148"	"Ipsum id tortor sapien metus elementum primis eros pellentesque."	"prot_148"	""	""	""	0	12841000	0	0	10603000	0	8618700	19962000	0	0	6696800	15269000	0	0	0	0	12396000	8818400	19251000	0
"prot_149"	"Sit pellentesque nunc lectus iaculis tempus ultrices eget tincidunt inceptos volutpat torquent conubia auctor."	"prot_149"	""	""	""	22520000	7917300	17361000	13376000	30603000	0	13260000	20468000	24244000	18723000	26340000	9657100	13022000	14669000	12717000	0	19328000	0	0	21733000
"prot_150"	"Dolor proin tempor fames ligula sed molestie vulputate bibendum habitasse ante."	"prot_150"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	3514000	0	0	0	0	0	0	0
"prot_151"	"Adipiscing ultrices cum porta a felis eleifend justo condimentum vehicula vivamus."	"prot_151"	""	""	""	0	0	0	13058000	19772000	0	19137000	16689000	0	34576000	16908000	0	12881000	0	16949000	21688000	21804000	0	0	0
"prot_152"	"Dolor cubilia orci vitae mus litora vestibulum quam tempor libero tortor."	"prot_152"	""	"+"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_153"	"Amet maecenas mus quis proin lectus sociis quisque himenaeos morbi venenatis ullamcorper porta montes?"	"prot_153"	""	""	""	209410000	254770000	290110000	184940000	262390000	345590000	241570000	277700000	273280000	352150000	241320000	313990000	362970000	255930000	201730000	325290000	297910000	396240000	278010000	333660000
"prot_154"	"Consectetur sollicitudin cum nisl parturient blandit justo convallis."	"prot_154"	""	""	""	0	0	1774000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_155"	"Sit ante penatibus dui velit laoreet feugiat tristique litora arcu."	"prot_155"	""	""	""	134140000	66504000	117340000	1.63e+08	84112000	1.07e+08	147790000	111350000	106780000	95910000	134740000	110930000	107140000	107400000	84131000	110960000	120240000	126330000	75630000	151770000
"prot_156"	"Dolor pharetra cras nullam enim dapibus pretium primis ad vivamus blandit?"	"prot_156"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_157"	"Ipsum commodo magna hendrerit semper dictum nec nunc integer inceptos."	"prot_157"	""	""	""	32305000	35173000	34854000	22830000	51814000	71743000	36048000	63992000	39872000	80807000	44214000	47347000	46130000	49960000	34192000	66541000	52742000	34322000	49378000	62166000
"prot_158"	"Amet sagittis pulvinar neque torquent purus platea inceptos quam hac sociosqu porttitor odio inceptos condimentum sed placerat."	"prot_158"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_159"	"Sit ultricies vestibulum parturient praesent egestas integer curabitur ad luctus vestibulum."	"prot_159"	""	""	""	0	124520000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_160"	"Adipiscing et tortor integer auctor orci dapibus enim fames."	"prot_160"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_161"	"Ipsum orci nisi ultricies quisque velit dictum pulvinar porttitor vivamus placerat."	"prot_161"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_162"	"Consectetur odio ante hac vestibulum vivamus est nisl neque penatibus iaculis risus dictum?"	"prot_162"	""	""	""	0	0	0	0	0	0	0	0	0	0	1980600	0	0	2137600	0	2081000	0	0	0	0
"prot_163"	"Elit quam at sapien mauris mi semper conubia dictum sociis ultrices sociis?"	"prot_163"	""	""	""	24911000	0	27125000	0	0	12768000	14075000	30109000	19102000	21422000	15300000	21458000	14276000	19507000	14320000	16373000	10723000	10666000	17718000	19357000
"prot_164"	"Sit natoque neque dis mi ad montes per a nam turpis sapien laoreet sapien."	"prot_164"	""	""	""	5626600	4514400	3529900	0	0	0	3101200	0	3539200	0	0	1950400	0	0	0	0	2456100	3439300	0	0
"prot_165"	"Adipiscing blandit tincidunt praesent hac suspendisse tempus magnis consequat ultricies pellentesque tempus."	"prot_165"	""	""	""	0	0	0	9023500	12233000	0	7759200	13574000	9393200	18947000	13873000	9915900	0	0	0	18372000	0	9648100	12115000	9144700
"prot_166"	"Consectetur tortor ut vel per leo maecenas dui gravida morbi commodo massa nisl?"	"prot_166"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_167"	"Ipsum erat auctor integer ultricies blandit commodo interdum porta!"	"prot_167"	""	""	""	172040000	371640000	43296000	605800000	184020000	61167000	269600000	99456000	486650000	38443000	102650000	273810000	70376000	216770000	375530000	35123000	86326000	319860000	45174000	249780000
"prot_168"	"Adipiscing suspendisse porttitor volutpat parturient tempor urna at vitae leo nostra litora."	"prot_168"	""	""	""	395140000	547530000	1038600000	453460000	778540000	548200000	470700000	509620000	569110000	500690000	448990000	632290000	645280000	512670000	626460000	634070000	632820000	859010000	631930000	621360000
"prot_169"	"Amet fames ut interdum dictum potenti dictum class at risus."	"prot_169"	""	""	""	0	0	0	4707300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_170"	"Dolor tempus himenaeos habitasse tincidunt varius ultrices cursus quis penatibus?"	"prot_170"	""	""	""	51052000	32139000	124990000	53063000	105870000	41552000	43240000	48613000	61296000	85931000	61973000	44432000	30592000	65518000	69561000	64988000	70782000	0	0	71035000
"prot_171"	"Lorem et hac bibendum luctus porttitor leo pulvinar et parturient fusce integer class."	"prot_171"	""	""	""	0	4241900000	0	0	229330000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_172"	"Adipiscing phasellus congue auctor luctus in sollicitudin nunc nostra!"	"prot_172"	""	""	""	0	22944000	0	22163000	7083300	0	0	0	0	0	21974000	0	0	0	0	0	0	0	0	0
"prot_173"	"Dolor et tristique per feugiat venenatis sociosqu volutpat commodo ultrices platea non condimentum."	"prot_173"	""	""	""	5089200	2363900	5861800	0	3816800	5662700	0	5149600	0	9205600	4362400	3493900	0	3170000	0	4238600	4261300	9407300	6995900	3120900
"prot_174"	"Lorem id vivamus imperdiet semper sollicitudin venenatis metus."	"prot_174"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_175"	"Adipiscing iaculis netus nibh curabitur montes conubia urna cum massa lectus."	"prot_175"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_176"	"Dolor taciti fringilla mi odio facilisis egestas facilisis condimentum sed per netus vulputate."	"prot_176"	""	""	""	14122000	16226000	24983000	25280000	16701000	22613000	27936000	27682000	31707000	16919000	22656000	14817000	14535000	30238000	16091000	46868000	21598000	18948000	18155000	20717000
"prot_177"	"Ipsum interdum quam tempor senectus tortor ullamcorper varius."	"prot_177"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_178"	"Amet parturient ultrices venenatis laoreet tortor ridiculus per libero quam curabitur nulla urna."	"prot_178"	""	"+"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_179"	"Elit fusce iaculis sed leo ligula magna nisl sodales per dictumst vitae conubia."	"prot_179"	""	""	""	85200000	16501000	33891000	11138000	34940000	13886000	47755000	18135000	39009000	0	29795000	14724000	6265700	56120000	22699000	3675300	15588000	72640000	21433000	19133000
"prot_180"	"Ipsum vehicula dui erat dis natoque natoque aenean duis etiam ad?"	"prot_180"	""	""	""	31536000	19154000	31959000	47324000	18427000	89982000	29559000	63428000	44768000	82652000	25645000	44242000	62361000	0	28311000	86658000	78271000	47319000	76151000	39433000
"prot_181"	"Ipsum massa non id fermentum nam malesuada."	"prot_181"	""	""	""	70320000	59583000	79943000	56448000	77816000	66842000	63995000	78159000	74703000	69197000	82573000	67515000	71445000	73419000	64264000	66129000	67170000	84461000	69901000	73996000
"prot_182"	"Dolor velit pretium leo sed leo aptent nisl ultrices lectus elementum risus."	"prot_182"	""	""	""	0	0	0	0	3909100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_183"	"Sit posuere ut non consequat netus hendrerit nec eleifend per class ac."	"prot_183"	""	""	""	0	0	0	0	20219000	0	0	0	0	18915000	0	0	18500000	0	0	0	0	2e+07	0	16754000
"prot_184"	"Elit senectus parturient aptent varius turpis mauris metus."	"prot_184"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_185"	"Consectetur primis ligula rhoncus molestie purus luctus facilisis potenti sociis cum condimentum pellentesque pretium."	"prot_185"	""	""	""	152230000	53070000	144350000	127770000	181860000	164070000	211640000	181500000	129420000	120890000	159320000	159170000	196340000	281870000	130640000	315870000	105750000	271620000	216610000	150940000
"prot_186"	"Elit sollicitudin urna penatibus interdum dignissim ultrices augue natoque orci nullam."	"prot_186"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	3831500	0	0	0	0	0	0	0	3823100
"prot_187"	"Consectetur facilisis lectus orci proin penatibus mauris lobortis class."	"prot_187"	""	""	""	111700000	98738000	67519000	58043000	67591000	95254000	72055000	86696000	38939000	78752000	62614000	65414000	98598000	69981000	88349000	64738000	102560000	73778000	100050000	91635000
"prot_188"	"Ipsum dictum gravida viverra sem semper eget posuere nec dictumst lacus?"	"prot_188"	""	""	""	0	0	0	0	0	0	0	9401900	0	0	0	0	0	0	0	0	0	0	0	6576300
"prot_189"	"Elit nec eleifend laoreet aliquam euismod sapien fermentum dapibus a ac euismod."	"prot_189"	""	""	""	0	0	11299000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_190"	"Consectetur metus per class taciti proin quisque integer porttitor semper dis bibendum gravida."	"prot_190"	""	""	""	76037000	27457000	30603000	37245000	41073000	53192000	18871000	81045000	22240000	43863000	15634000	21906000	47774000	21826000	22896000	60941000	48083000	140700000	48304000	64390000
"prot_191"	"Lorem in tempus erat montes diam sodales consequat himenaeos."	"prot_191"	""	""	""	0	0	0	0	0	0	0	0	3639900	0	0	0	0	0	0	0	0	0	0	0
"prot_192"	"Elit libero iaculis vehicula sagittis vehicula dapibus viverra inceptos viverra eros."	"prot_192"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_193"	"Ipsum nam ultrices a at vel eu scelerisque commodo nunc sagittis fusce."	"prot_193"	"+"	"+"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_194"	"Lorem quam ornare gravida posuere erat curae facilisi."	"prot_194"	""	""	""	13742000	9334300	14191000	19196000	14306000	56351000	9766200	14045000	4655800	51293000	14394000	20106000	28594000	0	7056400	32126000	38747000	13020000	21761000	19228000
"prot_195"	"Dolor cursus molestie posuere leo pharetra accumsan auctor mattis consequat semper dignissim vestibulum semper."	"prot_195"	""	""	""	86343000	333880000	68566000	307750000	77142000	57033000	87216000	68388000	131360000	33215000	55293000	108450000	109530000	183500000	123410000	51017000	51841000	24194000	50335000	219550000
"prot_196"	"Amet commodo convallis tortor velit non augue fringilla neque a dictum?"	"prot_196"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_197"	"Sit praesent aenean purus quis nullam leo aliquam lacus parturient tellus erat."	"prot_197"	""	""	""	36581000	218330000	48310000	17840000	72476000	28879000	35477000	20169000	78336000	9755700	43402000	20086000	115920000	56222000	104140000	18451000	46408000	60825000	23153000	32975000
"prot_198"	"Amet purus mattis habitasse congue ut etiam felis aliquet class."	"prot_198"	""	""	""	14192000	13750000	19179000	13040000	19492000	24845000	11892000	15514000	16950000	20422000	12751000	18682000	15906000	0	12952000	14860000	18600000	14460000	16744000	21014000
"prot_199"	"Adipiscing venenatis dignissim penatibus dui curae consequat risus inceptos rhoncus dignissim fames ac nostra a nullam."	"prot_199"	""	""	""	0	18699000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_200"	"Ipsum dui ultrices semper habitant semper vel pharetra natoque parturient vestibulum senectus class."	"prot_200"	""	""	""	317280000	173290000	466520000	467530000	566290000	267790000	455680000	267680000	830300000	233690000	366850000	474410000	191700000	341850000	265350000	307410000	267160000	334900000	227690000	486760000
"prot_201"	"Ipsum morbi suspendisse blandit ut elementum nibh nisl lacinia euismod."	"prot_201"	""	""	""	8969200000	9890400000	6285400000	5405800000	9119200000	1.1837e+10	8.887e+09	9507200000	5103500000	7565200000	9738800000	8.627e+09	1.177e+10	5276600000	6479400000	9.182e+09	8521300000	7338800000	1.6528e+10	7.318e+09
"prot_202"	"Dolor ut ultricies luctus est tristique purus dis cum."	"prot_202"	""	"+"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_203"	"Amet porttitor porta urna rhoncus arcu consequat hac senectus."	"prot_203"	""	"+"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_204"	"Elit libero ornare neque diam donec commodo at a lacinia gravida vitae suscipit eros."	"prot_204"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	624510	0
"prot_205"	"Consectetur viverra donec ridiculus eu metus nostra a dapibus hac suscipit suspendisse dictum at!"	"prot_205"	""	""	""	11282000	6315700	10964000	11284000	10875000	0	5873200	11996000	8666200	0	12145000	7226000	0	0	8350600	12365000	10547000	10885000	10130000	9632100
"prot_206"	"Consectetur curabitur ornare metus vel accumsan sodales nisi magnis sed semper mi natoque."	"prot_206"	""	""	""	2419100000	0	641450000	388660000	1290400000	569460000	379720000	731050000	803410000	829760000	579160000	0	473330000	238480000	464900000	705250000	426130000	427240000	527060000	606060000
"prot_207"	"Dolor commodo id class bibendum ut praesent elementum cubilia pretium dapibus conubia mi mollis!"	"prot_207"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_208"	"Ipsum sociis nascetur quam velit etiam."	"prot_208"	""	""	""	0	0	0	0	0	0	0	0	6229500	0	0	0	0	0	0	0	0	0	0	0
"prot_209"	"Sit porta diam in arcu massa."	"prot_209"	"+"	"+"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_210"	"Adipiscing vitae aliquam non taciti primis."	"prot_210"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_211"	"Adipiscing enim etiam nostra rutrum volutpat parturient ullamcorper cras."	"prot_211"	""	""	""	0	5365000	0	0	0	0	0	0	0	0	4337300	0	6877600	0	0	0	0	0	0	2896300
"prot_212"	"Amet tortor fringilla quam interdum pulvinar tempor posuere semper est fames ornare eget dis felis?"	"prot_212"	""	""	""	0	0	0	0	0	0	0	0	0	36628000	0	0	0	0	0	0	0	0	0	0
"prot_213"	"Elit ultricies euismod est in mi."	"prot_213"	""	""	""	227850000	176660000	302930000	161890000	187320000	176890000	137990000	223850000	182800000	242480000	299110000	207230000	226640000	206840000	209900000	180240000	179010000	305050000	437010000	275160000
"prot_214"	"Dolor phasellus tortor est lacus duis nascetur ad mattis sodales."	"prot_214"	""	""	""	7632500	8166300	9070100	0	9512400	0	0	0	0	0	0	0	0	0	0	0	0	9735400	14626000	7785500
"prot_215"	"Lorem bibendum quisque id dui turpis lobortis cras nulla habitasse ridiculus id donec pulvinar nostra?"	"prot_215"	""	""	""	11657000	11183000	0	8602100	11113000	6333800	11703000	0	8036900	13192000	6974000	12136000	13960000	16855000	8713800	15791000	18024000	10314000	9136000	17950000
"prot_216"	"Lorem nam odio hendrerit sociis quam suspendisse ac enim turpis mus."	"prot_216"	""	""	""	66544000	70450000	49208000	70837000	6.3e+07	57631000	59195000	49263000	42768000	85607000	30605000	49442000	74326000	130780000	64613000	71448000	66139000	45131000	84974000	121410000
"prot_217"	"Consectetur maecenas eleifend molestie tortor dignissim eu interdum cras malesuada viverra lacus."	"prot_217"	""	""	""	0	7215900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_218"	"Ipsum sapien integer inceptos semper volutpat potenti facilisis aptent cursus facilisi enim senectus."	"prot_218"	""	""	""	13180000	102190000	28035000	12540000	32899000	14467000	15714000	0	61638000	0	0	19446000	27637000	0	31334000	14961000	9246100	55373000	0	15259000
"prot_219"	"Amet laoreet laoreet consequat vehicula libero suscipit suscipit fringilla taciti facilisis tempor pulvinar consequat."	"prot_219"	""	""	""	33786000	11321000	40695000	24770000	27939000	20911000	25761000	38089000	32717000	0	22047000	39622000	40454000	29004000	24517000	22113000	31585000	33713000	30823000	28658000
"prot_220"	"Amet habitasse aliquam litora ligula elementum facilisis nascetur hac ante aenean sociis montes turpis sodales!"	"prot_220"	""	""	""	258230000	115370000	322230000	278630000	277500000	300490000	335560000	167130000	204880000	216940000	206880000	229700000	3.14e+08	352880000	120840000	539160000	217160000	293300000	306450000	179310000
"prot_221"	"Consectetur per varius nostra torquent interdum cras nibh aliquet congue morbi enim vulputate."	"prot_221"	"+"	"+"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_222"	"Lorem a molestie a fames lobortis a id platea turpis iaculis tristique."	"prot_222"	""	""	""	341920000	249780000	540740000	202930000	345120000	448630000	305760000	454070000	410200000	570920000	375240000	389350000	448350000	366890000	289450000	463410000	379240000	449650000	429800000	361730000
"prot_223"	"Lorem venenatis nullam id curabitur phasellus praesent nullam himenaeos gravida est?"	"prot_223"	""	""	""	103590000	0	65600000	0	48036000	0	0	0	0	0	51168000	0	0	0	41586000	0	46680000	0	52506000	0
"prot_224"	"Sit diam pretium diam massa orci donec massa viverra nisl pellentesque dictum diam."	"prot_224"	"+"	"+"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_225"	"Ipsum sollicitudin dapibus turpis hac per bibendum felis nullam bibendum condimentum."	"prot_225"	""	""	""	720860000	301450000	653680000	571730000	799750000	594430000	655450000	563770000	529720000	558640000	682540000	554580000	588810000	517440000	355220000	717790000	571060000	666090000	693080000	575040000
"prot_226"	"Lorem parturient mauris litora augue vitae tempor per taciti morbi?"	"prot_226"	""	""	""	83686000	1.66e+08	128160000	174770000	164840000	180370000	144740000	116630000	206920000	197910000	246050000	221870000	145710000	113410000	187220000	131380000	177060000	119890000	204120000	137230000
"prot_227"	"Consectetur potenti rutrum ac integer fringilla vivamus odio condimentum laoreet primis aliquet!"	"prot_227"	""	""	""	29815000	29916000	42838000	25530000	39633000	20188000	21994000	62801000	57626000	18064000	17043000	32418000	28780000	44711000	21249000	20409000	21183000	53626000	40445000	41064000
"prot_228"	"Ipsum eu hac pharetra cubilia elementum a himenaeos ultrices mollis metus varius senectus?"	"prot_228"	""	""	""	0	0	0	0	0	0	8277000	0	0	0	6585700	0	0	0	0	0	0	0	0	0
"prot_229"	"Sit bibendum proin nec consequat leo etiam vestibulum eget phasellus gravida convallis."	"prot_229"	""	""	""	118750000	172440000	130070000	157200000	143010000	199800000	132160000	166990000	127610000	271350000	213280000	190430000	160460000	173450000	114420000	207840000	188050000	210130000	138960000	226940000
"prot_230"	"Elit lobortis integer ultrices habitasse varius volutpat libero."	"prot_230"	""	""	""	0	0	0	0	0	0	0	4147300	0	0	0	0	0	0	0	0	0	0	0	0
"prot_231"	"Sit quisque tempor vestibulum ad at platea sodales taciti massa porta ad quam."	"prot_231"	""	""	""	41401000	19639000	55236000	61101000	66998000	121260000	43331000	69572000	50861000	18656000	46529000	71347000	71830000	56331000	40616000	22258000	77704000	55259000	93348000	57943000
"prot_232"	"Elit litora luctus at fringilla ullamcorper scelerisque a penatibus himenaeos donec consequat lectus."	"prot_232"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
